Periodo,Anio,Trimestre,Region,Categoria_Norm,Valor,Valor_Anterior,Valor_Trimestral
2024-Q1,2024,1,MUR,HURTOS,3933.0,,3933.0
2024-Q2,2024,2,MUR,HURTOS,8173.0,3933.0,4240.0
2024-Q3,2024,3,MUR,HURTOS,12198.0,8173.0,4025.0
2024-Q4,2024,4,MUR,HURTOS,16201.0,12198.0,4003.0
2025-Q1,2025,1,MUR,HURTOS,3937.0,,3937.0
2025-Q2,2025,2,MUR,HURTOS,7746.0,3937.0,3809.0
2025-Q3,2025,3,MUR,HURTOS,11560.0,7746.0,3814.0
2017-Q1,2017,1,MUR,ROBOS_FUERZA,1853.0,,1853.0
2017-Q2,2017,2,MUR,ROBOS_FUERZA,3342.0,1853.0,1489.0
2017-Q3,2017,3,MUR,ROBOS_FUERZA,5058.0,3342.0,1716.0
2017-Q4,2017,4,MUR,ROBOS_FUERZA,6956.0,5058.0,1898.0
2018-Q1,2018,1,MUR,ROBOS_FUERZA,1809.0,,1809.0
2018-Q2,2018,2,MUR,ROBOS_FUERZA,3241.0,1809.0,1432.0
2018-Q3,2018,3,MUR,ROBOS_FUERZA,4905.0,3241.0,1664.0
2018-Q4,2018,4,MUR,ROBOS_FUERZA,6757.0,4905.0,1852.0
2019-Q1,2019,1,MUR,ROBOS_FUERZA,1679.0,,1679.0
2019-Q2,2019,2,MUR,ROBOS_FUERZA,3146.0,1679.0,1467.0
2019-Q3,2019,3,MUR,ROBOS_FUERZA,4599.0,3146.0,1453.0
2019-Q4,2019,4,MUR,ROBOS_FUERZA,6184.0,4599.0,1585.0
2020-Q1,2020,1,MUR,ROBOS_FUERZA,1414.0,,1414.0
2020-Q2,2020,2,MUR,ROBOS_FUERZA,2267.0,1414.0,853.0
2020-Q3,2020,3,MUR,ROBOS_FUERZA,3600.0,2267.0,1333.0
2020-Q4,2020,4,MUR,ROBOS_FUERZA,4693.0,3600.0,1093.0
2021-Q1,2021,1,MUR,ROBOS_FUERZA,1098.0,,1098.0
2021-Q2,2021,2,MUR,ROBOS_FUERZA,2225.0,1098.0,1127.0
2021-Q3,2021,3,MUR,ROBOS_FUERZA,3483.0,2225.0,1258.0
2021-Q4,2021,4,MUR,ROBOS_FUERZA,4875.0,3483.0,1392.0
2022-Q1,2022,1,MUR,ROBOS_FUERZA,1321.0,,1321.0
2022-Q2,2022,2,MUR,ROBOS_FUERZA,2662.0,1321.0,1341.0
2022-Q3,2022,3,MUR,ROBOS_FUERZA,3890.0,2662.0,1228.0
2022-Q4,2022,4,MUR,ROBOS_FUERZA,5339.0,3890.0,1449.0
2023-Q1,2023,1,MUR,ROBOS_FUERZA,1583.0,,1583.0
2023-Q2,2023,2,MUR,ROBOS_FUERZA,2738.0,1583.0,1155.0
2023-Q3,2023,3,MUR,ROBOS_FUERZA,3963.0,2738.0,1225.0
2023-Q4,2023,4,MUR,ROBOS_FUERZA,5319.0,3963.0,1356.0
2024-Q1,2024,1,MUR,ROBOS_FUERZA,1364.0,,1364.0
2024-Q2,2024,2,MUR,ROBOS_FUERZA,2588.0,1364.0,1224.0
2024-Q3,2024,3,MUR,ROBOS_FUERZA,3880.0,2588.0,1292.0
2024-Q4,2024,4,MUR,ROBOS_FUERZA,5128.0,3880.0,1248.0
2025-Q1,2025,1,MUR,ROBOS_FUERZA,1101.0,,1101.0
2025-Q2,2025,2,MUR,ROBOS_FUERZA,2210.0,1101.0,1109.0
2025-Q3,2025,3,MUR,ROBOS_FUERZA,3273.0,2210.0,1063.0
2016-Q1,2016,1,NAV,HURTOS,1162.0,,1162.0
2016-Q2,2016,2,NAV,HURTOS,3456.0,1162.0,2294.0
2016-Q3,2016,3,NAV,HURTOS,6398.0,3456.0,2942.0
2016-Q4,2016,4,NAV,HURTOS,8263.0,6398.0,1865.0
2017-Q1,2017,1,NAV,HURTOS,1530.0,,1530.0
2017-Q2,2017,2,NAV,HURTOS,3254.0,1530.0,1724.0
2017-Q3,2017,3,NAV,HURTOS,5971.0,3254.0,2717.0
2017-Q4,2017,4,NAV,HURTOS,7572.0,5971.0,1601.0
2018-Q1,2018,1,NAV,HURTOS,1486.0,,1486.0
2018-Q2,2018,2,NAV,HURTOS,2947.0,1486.0,1461.0
2018-Q3,2018,3,NAV,HURTOS,6048.0,2947.0,3101.0
2018-Q4,2018,4,NAV,HURTOS,7746.0,6048.0,1698.0
2019-Q1,2019,1,NAV,HURTOS,1577.0,,1577.0
2019-Q2,2019,2,NAV,HURTOS,3387.0,1577.0,1810.0
2019-Q3,2019,3,NAV,HURTOS,6767.0,3387.0,3380.0
2019-Q4,2019,4,NAV,HURTOS,8541.0,6767.0,1774.0
2020-Q1,2020,1,NAV,HURTOS,1400.0,,1400.0
2020-Q2,2020,2,NAV,HURTOS,1913.0,1400.0,513.0
2020-Q3,2020,3,NAV,HURTOS,3398.0,1913.0,1485.0
2020-Q4,2020,4,NAV,HURTOS,4471.0,3398.0,1073.0
2021-Q1,2021,1,NAV,HURTOS,1091.0,,1091.0
2021-Q2,2021,2,NAV,HURTOS,2467.0,1091.0,1376.0
2021-Q3,2021,3,NAV,HURTOS,3857.0,2467.0,1390.0
2021-Q4,2021,4,NAV,HURTOS,5523.0,3857.0,1666.0
2022-Q1,2022,1,NAV,HURTOS,1376.0,,1376.0
2022-Q2,2022,2,NAV,HURTOS,3183.0,1376.0,1807.0
2022-Q3,2022,3,NAV,HURTOS,6333.0,3183.0,3150.0
2022-Q4,2022,4,NAV,HURTOS,8109.0,6333.0,1776.0
2023-Q1,2023,1,NAV,HURTOS,1664.0,,1664.0
2023-Q2,2023,2,NAV,HURTOS,3326.0,1664.0,1662.0
2023-Q3,2023,3,NAV,HURTOS,6851.0,3326.0,3525.0
2023-Q4,2023,4,NAV,HURTOS,8661.0,6851.0,1810.0
2024-Q1,2024,1,NAV,HURTOS,1585.0,,1585.0
2024-Q2,2024,2,NAV,HURTOS,3326.0,1585.0,1741.0
2024-Q3,2024,3,NAV,HURTOS,6453.0,3326.0,3127.0
2024-Q4,2024,4,NAV,HURTOS,8276.0,6453.0,1823.0
2025-Q1,2025,1,NAV,HURTOS,1715.0,,1715.0
2025-Q2,2025,2,NAV,HURTOS,3499.0,1715.0,1784.0
2025-Q3,2025,3,NAV,HURTOS,6521.0,3499.0,3022.0
2017-Q1,2017,1,NAV,ROBOS_FUERZA,398.0,,398.0
2017-Q2,2017,2,NAV,ROBOS_FUERZA,775.0,398.0,377.0
2017-Q3,2017,3,NAV,ROBOS_FUERZA,1164.0,775.0,389.0
2017-Q4,2017,4,NAV,ROBOS_FUERZA,1519.0,1164.0,355.0
2018-Q1,2018,1,NAV,ROBOS_FUERZA,369.0,,369.0
2018-Q2,2018,2,NAV,ROBOS_FUERZA,698.0,369.0,329.0
2018-Q3,2018,3,NAV,ROBOS_FUERZA,1027.0,698.0,329.0
2018-Q4,2018,4,NAV,ROBOS_FUERZA,1510.0,1027.0,483.0
2019-Q1,2019,1,NAV,ROBOS_FUERZA,381.0,,381.0
2019-Q2,2019,2,NAV,ROBOS_FUERZA,807.0,381.0,426.0
2019-Q3,2019,3,NAV,ROBOS_FUERZA,1137.0,807.0,330.0
2019-Q4,2019,4,NAV,ROBOS_FUERZA,1514.0,1137.0,377.0
2020-Q1,2020,1,NAV,ROBOS_FUERZA,386.0,,386.0
2020-Q2,2020,2,NAV,ROBOS_FUERZA,549.0,386.0,163.0
2020-Q3,2020,3,NAV,ROBOS_FUERZA,842.0,549.0,293.0
2020-Q4,2020,4,NAV,ROBOS_FUERZA,1096.0,842.0,254.0
2021-Q1,2021,1,NAV,ROBOS_FUERZA,285.0,,285.0
2021-Q2,2021,2,NAV,ROBOS_FUERZA,573.0,285.0,288.0
2021-Q3,2021,3,NAV,ROBOS_FUERZA,843.0,573.0,270.0
2021-Q4,2021,4,NAV,ROBOS_FUERZA,1265.0,843.0,422.0
2022-Q1,2022,1,NAV,ROBOS_FUERZA,390.0,,390.0
2022-Q2,2022,2,NAV,ROBOS_FUERZA,738.0,390.0,348.0
2022-Q3,2022,3,NAV,ROBOS_FUERZA,1081.0,738.0,343.0
2022-Q4,2022,4,NAV,ROBOS_FUERZA,1464.0,1081.0,383.0
2023-Q1,2023,1,NAV,ROBOS_FUERZA,411.0,,411.0
2023-Q2,2023,2,NAV,ROBOS_FUERZA,738.0,411.0,327.0
2023-Q3,2023,3,NAV,ROBOS_FUERZA,1104.0,738.0,366.0
2023-Q4,2023,4,NAV,ROBOS_FUERZA,1505.0,1104.0,401.0
2024-Q1,2024,1,NAV,ROBOS_FUERZA,366.0,,366.0
2024-Q2,2024,2,NAV,ROBOS_FUERZA,649.0,366.0,283.0
2024-Q3,2024,3,NAV,ROBOS_FUERZA,1045.0,649.0,396.0
2024-Q4,2024,4,NAV,ROBOS_FUERZA,1464.0,1045.0,419.0
2025-Q1,2025,1,NAV,ROBOS_FUERZA,322.0,,322.0
2025-Q2,2025,2,NAV,ROBOS_FUERZA,593.0,322.0,271.0
2025-Q3,2025,3,NAV,ROBOS_FUERZA,968.0,593.0,375.0
2016-Q1,2016,1,PV,HURTOS,6698.0,,6698.0
2016-Q2,2016,2,PV,HURTOS,13668.0,6698.0,6970.0
2016-Q3,2016,3,PV,HURTOS,22054.0,13668.0,8386.0
2016-Q4,2016,4,PV,HURTOS,28945.0,22054.0,6891.0
2017-Q1,2017,1,PV,HURTOS,6582.0,,6582.0
2017-Q2,2017,2,PV,HURTOS,13201.0,6582.0,6619.0
2017-Q3,2017,3,PV,HURTOS,21105.0,13201.0,7904.0
2017-Q4,2017,4,PV,HURTOS,27873.0,21105.0,6768.0
2018-Q1,2018,1,PV,HURTOS,6302.0,,6302.0
2018-Q2,2018,2,PV,HURTOS,13313.0,6302.0,7011.0
2018-Q3,2018,3,PV,HURTOS,21395.0,13313.0,8082.0
2018-Q4,2018,4,PV,HURTOS,29378.0,21395.0,7983.0
2019-Q1,2019,1,PV,HURTOS,7306.0,,7306.0
2019-Q2,2019,2,PV,HURTOS,14643.0,7306.0,7337.0
2019-Q3,2019,3,PV,HURTOS,22770.0,14643.0,8127.0
2019-Q4,2019,4,PV,HURTOS,30254.0,22770.0,7484.0
2020-Q1,2020,1,PV,HURTOS,6101.0,,6101.0
2020-Q2,2020,2,PV,HURTOS,8364.0,6101.0,2263.0
2020-Q3,2020,3,PV,HURTOS,13273.0,8364.0,4909.0
2020-Q4,2020,4,PV,HURTOS,17915.0,13273.0,4642.0
2021-Q1,2021,1,PV,HURTOS,4471.0,,4471.0
2021-Q2,2021,2,PV,HURTOS,9549.0,4471.0,5078.0
2021-Q3,2021,3,PV,HURTOS,15416.0,9549.0,5867.0
2021-Q4,2021,4,PV,HURTOS,22253.0,15416.0,6837.0
2022-Q1,2022,1,PV,HURTOS,7317.0,,7317.0
2022-Q2,2022,2,PV,HURTOS,14288.0,7317.0,6971.0
2022-Q3,2022,3,PV,HURTOS,21798.0,14288.0,7510.0
2022-Q4,2022,4,PV,HURTOS,29231.0,21798.0,7433.0
2023-Q1,2023,1,PV,HURTOS,7950.0,,7950.0
2023-Q2,2023,2,PV,HURTOS,14753.0,7950.0,6803.0
2023-Q3,2023,3,PV,HURTOS,22531.0,14753.0,7778.0
2023-Q4,2023,4,PV,HURTOS,30125.0,22531.0,7594.0
2024-Q1,2024,1,PV,HURTOS,7413.0,,7413.0
2024-Q2,2024,2,PV,HURTOS,14948.0,7413.0,7535.0
2024-Q3,2024,3,PV,HURTOS,23198.0,14948.0,8250.0
2024-Q4,2024,4,PV,HURTOS,31134.0,23198.0,7936.0
2025-Q1,2025,1,PV,HURTOS,7375.0,,7375.0
2025-Q2,2025,2,PV,HURTOS,15077.0,7375.0,7702.0
2025-Q3,2025,3,PV,HURTOS,23059.0,15077.0,7982.0
2017-Q1,2017,1,PV,ROBOS_FUERZA,1783.0,,1783.0
2017-Q2,2017,2,PV,ROBOS_FUERZA,3246.0,1783.0,1463.0
2017-Q3,2017,3,PV,ROBOS_FUERZA,5013.0,3246.0,1767.0
2017-Q4,2017,4,PV,ROBOS_FUERZA,7264.0,5013.0,2251.0
2018-Q1,2018,1,PV,ROBOS_FUERZA,2235.0,,2235.0
2018-Q2,2018,2,PV,ROBOS_FUERZA,4115.0,2235.0,1880.0
2018-Q3,2018,3,PV,ROBOS_FUERZA,5854.0,4115.0,1739.0
2018-Q4,2018,4,PV,ROBOS_FUERZA,8002.0,5854.0,2148.0
2019-Q1,2019,1,PV,ROBOS_FUERZA,2244.0,,2244.0
2019-Q2,2019,2,PV,ROBOS_FUERZA,4082.0,2244.0,1838.0
2019-Q3,2019,3,PV,ROBOS_FUERZA,6056.0,4082.0,1974.0
2019-Q4,2019,4,PV,ROBOS_FUERZA,8162.0,6056.0,2106.0
2020-Q1,2020,1,PV,ROBOS_FUERZA,1739.0,,1739.0
2020-Q2,2020,2,PV,ROBOS_FUERZA,2465.0,1739.0,726.0
2020-Q3,2020,3,PV,ROBOS_FUERZA,3978.0,2465.0,1513.0
2020-Q4,2020,4,PV,ROBOS_FUERZA,5566.0,3978.0,1588.0
2021-Q1,2021,1,PV,ROBOS_FUERZA,1358.0,,1358.0
2021-Q2,2021,2,PV,ROBOS_FUERZA,2742.0,1358.0,1384.0
2021-Q3,2021,3,PV,ROBOS_FUERZA,4544.0,2742.0,1802.0
2021-Q4,2021,4,PV,ROBOS_FUERZA,6573.0,4544.0,2029.0
2022-Q1,2022,1,PV,ROBOS_FUERZA,1869.0,,1869.0
2022-Q2,2022,2,PV,ROBOS_FUERZA,3470.0,1869.0,1601.0
2022-Q3,2022,3,PV,ROBOS_FUERZA,5364.0,3470.0,1894.0
2022-Q4,2022,4,PV,ROBOS_FUERZA,7581.0,5364.0,2217.0
2023-Q1,2023,1,PV,ROBOS_FUERZA,1754.0,,1754.0
2023-Q2,2023,2,PV,ROBOS_FUERZA,3116.0,1754.0,1362.0
2023-Q3,2023,3,PV,ROBOS_FUERZA,4675.0,3116.0,1559.0
2023-Q4,2023,4,PV,ROBOS_FUERZA,6411.0,4675.0,1736.0
2024-Q1,2024,1,PV,ROBOS_FUERZA,1328.0,,1328.0
2024-Q2,2024,2,PV,ROBOS_FUERZA,2678.0,1328.0,1350.0
2024-Q3,2024,3,PV,ROBOS_FUERZA,4355.0,2678.0,1677.0
2024-Q4,2024,4,PV,ROBOS_FUERZA,5906.0,4355.0,1551.0
2025-Q1,2025,1,PV,ROBOS_FUERZA,1499.0,,1499.0
2025-Q2,2025,2,PV,ROBOS_FUERZA,2840.0,1499.0,1341.0
2025-Q3,2025,3,PV,ROBOS_FUERZA,4411.0,2840.0,1571.0
2016-Q1,2016,1,RIO,HURTOS,687.0,,687.0
2016-Q2,2016,2,RIO,HURTOS,1373.0,687.0,686.0
2016-Q3,2016,3,RIO,HURTOS,2109.0,1373.0,736.0
2016-Q4,2016,4,RIO,HURTOS,2789.0,2109.0,680.0
2017-Q1,2017,1,RIO,HURTOS,648.0,,648.0
2017-Q2,2017,2,RIO,HURTOS,1249.0,648.0,601.0
2017-Q3,2017,3,RIO,HURTOS,1913.0,1249.0,664.0
2017-Q4,2017,4,RIO,HURTOS,2563.0,1913.0,650.0
2018-Q1,2018,1,RIO,HURTOS,541.0,,541.0
2018-Q2,2018,2,RIO,HURTOS,1142.0,541.0,601.0
2018-Q3,2018,3,RIO,HURTOS,1758.0,1142.0,616.0
2018-Q4,2018,4,RIO,HURTOS,2342.0,1758.0,584.0
2019-Q1,2019,1,RIO,HURTOS,551.0,,551.0
2019-Q2,2019,2,RIO,HURTOS,1103.0,551.0,552.0
2019-Q3,2019,3,RIO,HURTOS,1800.0,1103.0,697.0
2019-Q4,2019,4,RIO,HURTOS,2422.0,1800.0,622.0
2020-Q1,2020,1,RIO,HURTOS,444.0,,444.0
2020-Q2,2020,2,RIO,HURTOS,649.0,444.0,205.0
2020-Q3,2020,3,RIO,HURTOS,1087.0,649.0,438.0
2020-Q4,2020,4,RIO,HURTOS,1475.0,1087.0,388.0
2021-Q1,2021,1,RIO,HURTOS,320.0,,320.0
2021-Q2,2021,2,RIO,HURTOS,749.0,320.0,429.0
2021-Q3,2021,3,RIO,HURTOS,1239.0,749.0,490.0
2021-Q4,2021,4,RIO,HURTOS,1789.0,1239.0,550.0
2022-Q1,2022,1,RIO,HURTOS,552.0,,552.0
2022-Q2,2022,2,RIO,HURTOS,1241.0,552.0,689.0
2022-Q3,2022,3,RIO,HURTOS,2018.0,1241.0,777.0
2022-Q4,2022,4,RIO,HURTOS,2744.0,2018.0,726.0
2023-Q1,2023,1,RIO,HURTOS,742.0,,742.0
2023-Q2,2023,2,RIO,HURTOS,1441.0,742.0,699.0
2023-Q3,2023,3,RIO,HURTOS,2266.0,1441.0,825.0
2023-Q4,2023,4,RIO,HURTOS,2967.0,2266.0,701.0
2024-Q1,2024,1,RIO,HURTOS,656.0,,656.0
2024-Q2,2024,2,RIO,HURTOS,1283.0,656.0,627.0
2024-Q3,2024,3,RIO,HURTOS,2067.0,1283.0,784.0
2024-Q4,2024,4,RIO,HURTOS,2727.0,2067.0,660.0
2025-Q1,2025,1,RIO,HURTOS,571.0,,571.0
2025-Q2,2025,2,RIO,HURTOS,1119.0,571.0,548.0
2025-Q3,2025,3,RIO,HURTOS,1832.0,1119.0,713.0
2017-Q1,2017,1,RIO,ROBOS_FUERZA,195.0,,195.0
2017-Q2,2017,2,RIO,ROBOS_FUERZA,367.0,195.0,172.0
2017-Q3,2017,3,RIO,ROBOS_FUERZA,532.0,367.0,165.0
2017-Q4,2017,4,RIO,ROBOS_FUERZA,722.0,532.0,190.0
2018-Q1,2018,1,RIO,ROBOS_FUERZA,192.0,,192.0
2018-Q2,2018,2,RIO,ROBOS_FUERZA,336.0,192.0,144.0
2018-Q3,2018,3,RIO,ROBOS_FUERZA,440.0,336.0,104.0
2018-Q4,2018,4,RIO,ROBOS_FUERZA,601.0,440.0,161.0
2019-Q1,2019,1,RIO,ROBOS_FUERZA,155.0,,155.0
2019-Q2,2019,2,RIO,ROBOS_FUERZA,297.0,155.0,142.0
2019-Q3,2019,3,RIO,ROBOS_FUERZA,412.0,297.0,115.0
2019-Q4,2019,4,RIO,ROBOS_FUERZA,552.0,412.0,140.0
2020-Q1,2020,1,RIO,ROBOS_FUERZA,136.0,,136.0
2020-Q2,2020,2,RIO,ROBOS_FUERZA,214.0,136.0,78.0
2020-Q3,2020,3,RIO,ROBOS_FUERZA,329.0,214.0,115.0
2020-Q4,2020,4,RIO,ROBOS_FUERZA,453.0,329.0,124.0
2021-Q1,2021,1,RIO,ROBOS_FUERZA,91.0,,91.0
2021-Q2,2021,2,RIO,ROBOS_FUERZA,228.0,91.0,137.0
2021-Q3,2021,3,RIO,ROBOS_FUERZA,359.0,228.0,131.0
2021-Q4,2021,4,RIO,ROBOS_FUERZA,496.0,359.0,137.0
2022-Q1,2022,1,RIO,ROBOS_FUERZA,191.0,,191.0
2022-Q2,2022,2,RIO,ROBOS_FUERZA,353.0,191.0,162.0
2022-Q3,2022,3,RIO,ROBOS_FUERZA,507.0,353.0,154.0
2022-Q4,2022,4,RIO,ROBOS_FUERZA,709.0,507.0,202.0
2023-Q1,2023,1,RIO,ROBOS_FUERZA,189.0,,189.0
2023-Q2,2023,2,RIO,ROBOS_FUERZA,343.0,189.0,154.0
2023-Q3,2023,3,RIO,ROBOS_FUERZA,553.0,343.0,210.0
2023-Q4,2023,4,RIO,ROBOS_FUERZA,727.0,553.0,174.0
2024-Q1,2024,1,RIO,ROBOS_FUERZA,205.0,,205.0
2024-Q2,2024,2,RIO,ROBOS_FUERZA,382.0,205.0,177.0
2024-Q3,2024,3,RIO,ROBOS_FUERZA,570.0,382.0,188.0
2024-Q4,2024,4,RIO,ROBOS_FUERZA,751.0,570.0,181.0
2025-Q1,2025,1,RIO,ROBOS_FUERZA,158.0,,158.0
2025-Q2,2025,2,RIO,ROBOS_FUERZA,301.0,158.0,143.0
2025-Q3,2025,3,RIO,ROBOS_FUERZA,459.0,301.0,158.0
2016-Q1,2016,1,VAL,HURTOS,18791.0,,18791.0
2016-Q2,2016,2,VAL,HURTOS,37438.0,18791.0,18647.0
2016-Q3,2016,3,VAL,HURTOS,59599.0,37438.0,22161.0
2016-Q4,2016,4,VAL,HURTOS,77214.0,59599.0,17615.0
2017-Q1,2017,1,VAL,HURTOS,17688.0,,17688.0
2017-Q2,2017,2,VAL,HURTOS,35462.0,17688.0,17774.0
2017-Q3,2017,3,VAL,HURTOS,56824.0,35462.0,21362.0
2017-Q4,2017,4,VAL,HURTOS,73922.0,56824.0,17098.0
2018-Q1,2018,1,VAL,HURTOS,16306.0,,16306.0
2018-Q2,2018,2,VAL,HURTOS,32642.0,16306.0,16336.0
2018-Q3,2018,3,VAL,HURTOS,53971.0,32642.0,21329.0
2018-Q4,2018,4,VAL,HURTOS,70098.0,53971.0,16127.0
2019-Q1,2019,1,VAL,HURTOS,16181.0,,16181.0
2019-Q2,2019,2,VAL,HURTOS,32299.0,16181.0,16118.0
2019-Q3,2019,3,VAL,HURTOS,52273.0,32299.0,19974.0
2019-Q4,2019,4,VAL,HURTOS,68038.0,52273.0,15765.0
2020-Q1,2020,1,VAL,HURTOS,12654.0,,12654.0
2020-Q2,2020,2,VAL,HURTOS,17619.0,12654.0,4965.0
2020-Q3,2020,3,VAL,HURTOS,31803.0,17619.0,14184.0
2020-Q4,2020,4,VAL,HURTOS,43859.0,31803.0,12056.0
2021-Q1,2021,1,VAL,HURTOS,10110.0,,10110.0
2021-Q2,2021,2,VAL,HURTOS,23868.0,10110.0,13758.0
2021-Q3,2021,3,VAL,HURTOS,42044.0,23868.0,18176.0
2021-Q4,2021,4,VAL,HURTOS,57738.0,42044.0,15694.0
2022-Q1,2022,1,VAL,HURTOS,15585.0,,15585.0
2022-Q2,2022,2,VAL,HURTOS,33150.0,15585.0,17565.0
2022-Q3,2022,3,VAL,HURTOS,53326.0,33150.0,20176.0
2022-Q4,2022,4,VAL,HURTOS,71317.0,53326.0,17991.0
2023-Q1,2023,1,VAL,HURTOS,18224.0,,18224.0
2023-Q2,2023,2,VAL,HURTOS,36674.0,18224.0,18450.0
2023-Q3,2023,3,VAL,HURTOS,58226.0,36674.0,21552.0
2023-Q4,2023,4,VAL,HURTOS,76375.0,58226.0,18149.0
2024-Q1,2024,1,VAL,HURTOS,17681.0,,17681.0
2024-Q2,2024,2,VAL,HURTOS,36291.0,17681.0,18610.0
2024-Q3,2024,3,VAL,HURTOS,57391.0,36291.0,21100.0
2024-Q4,2024,4,VAL,HURTOS,73858.0,57391.0,16467.0
2025-Q1,2025,1,VAL,HURTOS,16576.0,,16576.0
2025-Q2,2025,2,VAL,HURTOS,35381.0,16576.0,18805.0
2025-Q3,2025,3,VAL,HURTOS,57209.0,35381.0,21828.0
2017-Q1,2017,1,VAL,ROBOS_FUERZA,5943.0,,5943.0
2017-Q2,2017,2,VAL,ROBOS_FUERZA,10988.0,5943.0,5045.0
2017-Q3,2017,3,VAL,ROBOS_FUERZA,16101.0,10988.0,5113.0
2017-Q4,2017,4,VAL,ROBOS_FUERZA,21565.0,16101.0,5464.0
2018-Q1,2018,1,VAL,ROBOS_FUERZA,5819.0,,5819.0
2018-Q2,2018,2,VAL,ROBOS_FUERZA,10907.0,5819.0,5088.0
2018-Q3,2018,3,VAL,ROBOS_FUERZA,16424.0,10907.0,5517.0
2018-Q4,2018,4,VAL,ROBOS_FUERZA,21846.0,16424.0,5422.0
2019-Q1,2019,1,VAL,ROBOS_FUERZA,5233.0,,5233.0
2019-Q2,2019,2,VAL,ROBOS_FUERZA,9991.0,5233.0,4758.0
2019-Q3,2019,3,VAL,ROBOS_FUERZA,14769.0,9991.0,4778.0
2019-Q4,2019,4,VAL,ROBOS_FUERZA,19823.0,14769.0,5054.0
2020-Q1,2020,1,VAL,ROBOS_FUERZA,4554.0,,4554.0
2020-Q2,2020,2,VAL,ROBOS_FUERZA,6752.0,4554.0,2198.0
2020-Q3,2020,3,VAL,ROBOS_FUERZA,11021.0,6752.0,4269.0
2020-Q4,2020,4,VAL,ROBOS_FUERZA,15224.0,11021.0,4203.0
2021-Q1,2021,1,VAL,ROBOS_FUERZA,3614.0,,3614.0
2021-Q2,2021,2,VAL,ROBOS_FUERZA,7174.0,3614.0,3560.0
2021-Q3,2021,3,VAL,ROBOS_FUERZA,11490.0,7174.0,4316.0
2021-Q4,2021,4,VAL,ROBOS_FUERZA,15920.0,11490.0,4430.0
2022-Q1,2022,1,VAL,ROBOS_FUERZA,4379.0,,4379.0
2022-Q2,2022,2,VAL,ROBOS_FUERZA,8624.0,4379.0,4245.0
2022-Q3,2022,3,VAL,ROBOS_FUERZA,13048.0,8624.0,4424.0
2022-Q4,2022,4,VAL,ROBOS_FUERZA,18009.0,13048.0,4961.0
2023-Q1,2023,1,VAL,ROBOS_FUERZA,4848.0,,4848.0
2023-Q2,2023,2,VAL,ROBOS_FUERZA,9034.0,4848.0,4186.0
2023-Q3,2023,3,VAL,ROBOS_FUERZA,13529.0,9034.0,4495.0
2023-Q4,2023,4,VAL,ROBOS_FUERZA,18368.0,13529.0,4839.0
2024-Q1,2024,1,VAL,ROBOS_FUERZA,4763.0,,4763.0
2024-Q2,2024,2,VAL,ROBOS_FUERZA,8897.0,4763.0,4134.0
2024-Q3,2024,3,VAL,ROBOS_FUERZA,13450.0,8897.0,4553.0
2024-Q4,2024,4,VAL,ROBOS_FUERZA,17704.0,13450.0,4254.0
2025-Q1,2025,1,VAL,ROBOS_FUERZA,3947.0,,3947.0
2025-Q2,2025,2,VAL,ROBOS_FUERZA,8061.0,3947.0,4114.0
2025-Q3,2025,3,VAL,ROBOS_FUERZA,12665.0,8061.0,4604.0
